Full Title,Edition,Short Title,Series,Creator,Contributors,Publication Date,Map Publisher,Subject,Continent,Country,State/Province,Region,County,City,Notes,Local Note,Contents,Essay Description of Item,Type (RDA),Type (DCMI),Genre,Color/B&W,Scale,Bounding Box,Original Collection,Primo Record Permalink,Original Item Description,Original Item ID,Language,Repository,Digital Publisher,Rights,Digital ID,Digital Format,Digital Collection,NB,Accessible Alt Text,Cataloger,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
"Administrative map of Yosemite National Park, California / topography by R.B. Marshall and A.H. Sylvester",,"Yosemite National Park (California) 1910, administrative map",,"Marshall, R. B.","Sylvester, Albert Hale, 1871-1931; Geological Survey (U.S.)",1910,"Washington, D.C. : Geological Survey (U.S.) [Washington, D.C.]","Yosemite National Park (Calif.)--Maps, Topographic;  Yosemite National Park (Calif.)--Administrative and political divisions--Maps",North and Central America;,,California;,,Maricopa county,,"Relief shown by contours and spot heights. At head of title: Department of the Interior. ""Surveyed in 1893-94, 1896, 1898-99, and 1905."" Contour interval 100 feet. Datum is mean sea level. U.S. township and section lines and section corners are shown. Shows park limits established by various Acts of Congress.",,,,cartographic image,Still Image,,Color,"1:125,000 (W 120 00'--W 119 00'/N 38 14'--N 37 30')",,American Geographical Society Library - Maps,,1 map : color ; 70 x 73 cm.,800-b E-Nat Pk .Y57 1910,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,https://uwm.edu/libraries/digital-collections/copyright-digcoll/,am001775,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",A 1910 Yosemite map details trails and park borders within California.,,2016-06-30,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/255,255,251.jp2,/agdm/image/251.jp2
Map of California and Nevada / drawn by F.v. Leicht and A. Craven,,California and Nevada 1873,,Geological Survey of California,"Leicht, F. von (Ferdinand von); Craven, A.",1873,J. Bien (New York),California--Maps; Nevada--Maps,North and Central America;,,California; Nevada;,,,,"On cover: California and Nevada 1873, cover not attached. At head of title on map: State Geological Survey of California. J.D. Whitney, State Geologist. Relief shown by shading and hachures.",,,,cartographic image,Still Image,,Color,"1:1,140,480 (W 124 53'--W 113 08'/N 42 21'--N 32 04')",,American Geographical Society Library - Maps,,"1 map : color, disected and mounted on linen ; 103 x 87 cm. folded to 27 x 19 cm.",813 A-1873,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,https://uwm.edu/libraries/digital-collections/copyright-digcoll/,am001779,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",An 1873 geological map shows California and Nevada's topography with state borders labeled in scaled detail.,,2016-06-30,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/259,259,248.jp2,/agdm/image/248.jp2
"Map of Yosemite Valley, Mariposa County, California / U.S. Geological Survey, George Otis Smith, Director ; E.M. Douglas, geographer ; State of California, George C. Pardee, Governor",,Yosemite Valley (California) 1907,,Geological Survey (U.S.),,1907,The Survey [Washington],"Yosemite Valley (Calif.)--Maps, Topographic",North and Central America;,,California;,,Mariposa county,,"Relief shown by contours and spot heights. Contour interval 50 feet. Includes ""Index map"" and table of ""Elevations of principal points.""",,,,cartographic image,Still Image,,Color,"1:24,000. One inch = 2000 feet. Polyconic proj. (W 119 43' 40""--W 119 30'/N 37 47' 05""--N 37 42')",,American Geographical Society Library - Maps,,1 map : color ; 39 x 89 cm.,800-b E-Nat Pk .Y57 1907,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,https://uwm.edu/libraries/digital-collections/copyright-digcoll/,am001776,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A 1907 U.S. Geological Survey map depicts Yosemite Valley, Mariposa County, showing trails, lakes, and elevations.",,2016-06-30,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/260,260,252.jp2,/agdm/image/252.jp2
Turkestan : Asie en dix feuilles / dressé par G. Bagge et D. Aïtoff. Turkestan. Asia in Ten Folios. Folio II,,Turkestan 1909,,"Bagge, Gustave, died 1915; Aitoff, David, 1854-1933","Vivien de Saint-Martin, M.;  Schrader, Franz, 1844-1924",1909,Hachette & Co. (Paris),"Asia, Central--Maps",Asia,,,Turkestan,,,"Relief shown by hachures and spot heights. ""Feuille II."" ""Atlas Universale par Vivien de Saint-Martin & Fr. Schrader."" ""Loaned by the American Geographical Society to the Peace Conference at Versailles, 1918-1919.""",,,"This 1909 map covers Turkestan, or the domains of Russia in Central Asia, along with adjoining regions in Persia, Afghanistan, British India, and China. Russia had acquired its vast holdings in Central Asia, including the protectorates of Khiva and Bukhara, in the second half of the previous century. The map shows Bokhara as the state capital of Turkestan and Tashkent, present-day capital of Uzbekistan, as the seat of government. This is the second map in a series of ten published by Hachette in the early 1900s as part of the Atlas Universel (World atlas) by Louis Vivien de Saint-Martin and Franz Schrader. The other maps in the series are: 1, Asia Minor and the Caucasus; 3, Mongolia; 4, Japan, Korea, and Manchuria; 5, Arabia; 6, Persia, Afghanistan, and Northwest India; 7, Northeast India and Tibet; 8, China; 9, South India; and 10, Indochina. One of the contributors to the map is David Alexandrovich Aïtoff (1854–1933), the inventor of the Aïtoff projection in cartography, who first published his formulation in an article entitled “Projections des cartes géographiques” that appeared in Atlas de géographie moderne in 1889. The map includes a glossary of Russian and Turkish terms. It was loaned by the American Geographical Society to the Paris Peace Conference of 1918–19, convened to draw up peace treaties after World War I. WDL",cartographic image,Still Image,,Color,"1:5,000,000 (E 48--E 86/N 58--N 36)",,American Geographical Society Library - Maps,,"1 map : color, mounted on linen ; 49 x 53 cm.",494.9 A-1909,French,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,https://uwm.edu/libraries/digital-collections/copyright-digcoll/,am004744,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","1909 Austro-Hungarian map depicts central Turkestan's territories, railways, and mountain ranges at a 1:5 million scale.",,2016-11-09,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/262,262,255.jp2,/agdm/image/255.jp2
"Asia secundum legitimas projectionis stereographicae regulas et juxta recentissimas observation : et relationes explosis aliorum fabulosis designationibus et narrationibus, abhibitis quoque veterum monumentis et recentiorum itinerariis descripta, et in partes suas methodicas IX divisa = Carte de l'Asie, projettee stereographiquement, tiree des relations et observations : contenues dans les voyages modernes, de meme que dans les monumens des anciens, corrigee de tout ce qui sent la fable, et divisee en ses IX. parties methodiques / a I. Matth. Hasio ; designata a M. August Gottlob Boehmio.",,Asia 1744,,"Hase, Johann Matthias, 1684-1742","Boehm, Augustus Gottlob; Homann Erben (Firm)",1744,Impensis Homannianorum Heredum ([Norimbergae]),Asia -- Maps -- Early works to 1800; Korea--Maps;,Asia,Japan; Korea; China;,,Eurasia; Middle East;,,,"Relief shown pictorially. Hand-colored copper engraving, printed on wove paper, with watermark. Decorative title cartouche depicts three figures in native dress, with reptile, botanicals, and two sailing ships in the distance. From Homann heirs’ Atlas compendarius, 1752-1765. Prime meridian: Paris. Sea of Korea referred to as ""Mare orientale Minus.""",,,,cartographic image,Still Image,Maps,Color,"1:26,000,000 (W 10--W 170/N 85--S 10)",,American Geographical Society Library - Maps,,"1 map : color ; 47 x 58 cm, on sheet 54 x 62 cm",400 B-1744,Latin,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,https://uwm.edu/libraries/digital-collections/copyright-digcoll/,am004755,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","Stereographic 1744 map of Asia highlighting geography, early trade routes, and nine Latin partitions.",,2016-07-13,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/266,266,256.jp2,/agdm/image/256.jp2
"A new map of Michigan with its canals, roads & distances",,Michigan 1850,,"Thomas, Cowperthwait & Co.","Mitchell, S. Augustus (Samuel Augustus), 1792-1868",1850,"Thomas, Cowperthwait & Co. (Philadelphia)",Michigan--Maps,North and Central America;,,Michigan;,,,,"Washington prime meridian. ""Entered according to Act of Congress, in the year 1850, by Thomas, Cowperthwait & Co., in the clerks Office of the District Court of the Eastern District of Pennsylvania."" Includes list of steam boat routes with distances and 1 inset map of Western part of michigan [ca. 1:3,000,000]. 30. in upper right margin.",,,,cartographic image,Still Image,,Color,"1:2,000,000 (W 91--W 82/N 48--N 41)",,American Geographical Society Library - Maps,,1 map : hand color ; 34 x 27 cm.,843 B-1850,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,https://uwm.edu/libraries/digital-collections/copyright-digcoll/,am004835,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","A rare 1850 Cowperthwait map depicting Michigan's counties, canals, roads, and mileage.",,2016-06-30,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/267,267,260.jp2,/agdm/image/260.jp2
"Sketch of the public surveys in Michigan / Surveyor Generals Office, Detroit, November 8th, 1854",,"Michigan 1854, sketch of the public surveys",,United States. Surveyor General,,1854,"Government Printing Office (Washington, D.C.)",Michigan--Maps; Michigan--Surveys--Maps,North and Central America;,,Michigan;,,,,"Shows progress of surveys, township lines, rivers, etc.; does not show settlements or roads. Inset map: Isle Royale. Above title: G.",,,,cartographic image,Still Image,,,"1:1,140,48. 18 miles to an in. (W 90 30--W 82 22/N 48 17--N 41 52)",,American Geographical Society Library - Maps,,"1 map ; 55 x 55 cm, on sheet 62 x 60 cm.",843 B-1854,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,https://uwm.edu/libraries/digital-collections/copyright-digcoll/,am004833,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","An 1854 sketch map illustrates Michigan's public land survey grid and township lines bordering Lakes Superior, Michigan.",,2016-06-30,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/268,268,261.jp2,/agdm/image/261.jp2
Michigan and the Great Lakes / G.W. Boynton & Co. sc.,,Michigan and the Great Lakes 1835,,G.W. Boynton & Co.,"Bradford, T. G. (Thomas Gamaliel), 1802-1887",1835,W. D. Ticknor (Boston),Michigan--Maps; Great Lakes (North America)--Maps; Wisconsin--Maps,North and Central America;,,Michigan; Wisconsin,,,,"Relief shown pictorially. Hand colored. Prime meridians: Washington and Greenwich. Removed from: Bradford, T. G. Atlas designed to illustrate the abridgement of universal geography. Boston: W. D. Ticknor, 1835.",,,,cartographic image,Still Image,,Color,"1:5,000,000 (W92--W76/N50--N41)",,American Geographical Society Library - Maps,,1 map : color ; 19 x 26 cm.,843 A-[1835],English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,https://uwm.edu/libraries/digital-collections/copyright-digcoll/,am004834,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",,,2016-06-30,2016-06-30,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/273,273,267.cpd,/agdm/image/267.cpd
Carte de Tartarie : dressee sur les Relations de plusieurs Voyageurs de differentes Nations et sur quelques Observations qui ont ete faites dans ce pais la / par Guillaume Del'Isle de l'Academie Royale des Sciences A Amsterdam Chez I. Covens et C. Mortier Avec Privilege. Map of the Great Tartary. Established upon the Accounts of Several Travelers from Various Nations and Several Observations Made in that Country,,Central Asia 1757,,"Covens, Jean","Mortier, Corneille, 1699-1783; L'Isle, Guillaume de, 1675-1726",1757,"J. Covens and C. Mortier (Amsterdam, Netherlands)","Asia, Central--Maps--Early works to 1800",Asia,,,Eurasia,,,"Shows forested areas, drainage, roads, the Great Wall, etc. Relief shown by pictorially. Decorative title cartouche, depicting male figures with horses.",,,"The French cartographer Guillaume de l'Isle (1675−1726) was admitted into the French Académie Royale des Sciences when he was 27 years old and subsequently became the first person to receive the title Premier Géographe du Roi (principal geographer to the king). At the time de l’Isle was engaged in cartographic research, the prestige of a cartographer and the authority of his maps were gauged by the veracity of the cartographer’s sources, i.e., the explorers and travelers who reported details of their travels to geographers and cartographers in Europe. De l’Isle’s map covers much of Asia as well as portions of Scandinavia and of Russia east of the Ural Mountains. Vast areas depicted in the map, such as Siberia and the regions north of the Arctic Circle in Asia, were only visited by European explorers starting in the 17th century. Many of de l’Isle’s maps were reissued by the publishing house of Cornelis Mortier and Johannes Coven in Amsterdam in their Atlas Nouveau, which was published in multiple editions, the earliest of which dates to 1733. The map shown here is a later version of a map that was published in 1706, during de l’Isle’s lifetime. The map shows forested areas, drainage, and other natural features, as well as the Great Wall of China, roads, and political boundaries. Distance scales are given in French, Russian, Chinese, and Persian units of measurement. The decorative title cartouche features native male figures and horses. WDL",cartographic image,Still Image,Maps,Color,"1:11,000,000 (E 15--E 148/N 78--N 26)",,American Geographical Society Library - Maps,,1 map : hand color ; 47 x 61 cm.,494.9 A-1757,French,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,https://uwm.edu/libraries/digital-collections/copyright-digcoll/,am004751,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",Seventeenth-century map titled 'Magnae Tartariæ Tabula' depicts hypothetical Central Asian geography in early European.,,2016-06-30,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/275,275,263.jp2,/agdm/image/263.jp2
Carte du Liban d'apres les reconnaissances de la brigade topographique du corps expeditionnaire de Syria en 1860-1861. Map of Lebanon According to Reconnaissance Information Collected by the Topographical Group from the Syria Expedition of 1860-1861,,Lebanon 1862,,,"Schieble, Erhard",1862,"Lemercier (Paris, France)",Middle East--Maps,Asia;,Lebanon; Syria; Israel,,Middle East,,,"Shows part of present day Israel. Shows part of Syria with Damascus. Relief shown by hachures. Engraved by Erhard Schieble. Includes a table of population. ""Dressee au depot de la guerre."" ""Etant Directeur Le General Blondel.""  ""Sous Le Ministre De S.E. Le Marechal Comte Randon.""",,,"This map of Lebanon showing part of Syria with Damascus was made by French military cartographers in 1862. It is based on information gathered by the topographic unit in the expeditionary corps sent by France to Lebanon in 1860‒61. Lebanon was at that time part of the Ottoman Empire and the central region known as Mount Lebanon was mainly populated by Christians and Druzes. A Maronite peasant uprising in 1858 led to fighting between the two groups, which culminated in the massacre in 1860 by the Druze of about 10,000 Maronite Catholics as well as Greek Catholics and Greek Orthodox. France, exercising its traditional role as the European protector of the Christians of the Middle East, sent a force of 6,000 soldiers to Lebanon, which landed in Beirut on August 16, 1860. The troops remained in the country until June 1861 and succeeded in restoring order. The map shows district borders, cities and towns, railroads, mosques, Christian convents or monasteries, and rivers and other geographic features. Relief is shown by hachures. Heights are indicated in meters. The map has two distance scales: kilometers and nautical miles. The table in the lower right lists all of the districts of Lebanon, with their populations broken down by the seven religions represented in the region: Maronites, “schismatic Greeks” (i.e., Orthodox who recognized the authority of the Greek patriarch of Constantinople), Greek Catholics, Druze, Métoualis (an old term for Lebanese Shiites), Muslims (Sunnis), and Jews. Maronites were the largest group, accounting for 208,180 of the total population of 487,600. WDL",cartographic image,Still Image,,Color,"1:200,000 (E 35 45--E 36 30/N 35--N 33).",,American Geographical Society Library - Maps,,"1 map : color, mounted on cloth ; 90 x 68 cm.",412 B-1862,French,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,https://uwm.edu/libraries/digital-collections/copyright-digcoll/,am004846,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",c18622 map shows Lebanon's landscape and key landmarks during the Syria expedition.,,2016-06-30,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/284,284,274.jp2,/agdm/image/274.jp2
Map of the state of Michigan / compiled & drawn by S.N. Gaston from the best and most recent surveys.,,Michigan 1856,,"Gaston, S. N. (Samuel N.)",Dumcke & Keil,1856,"Gaston & Johnson (New York, NY)",Michigan--Maps,North and Central America;,,Michigan;,,,,"Shows copper mines. Relief shown by hachures. Depths shown by contours. Includes table ""Statistics of Michigan""; ""Description of Michigan""; and a list of gentlemen, surveyors, and civil engineers who contributed information.",,,,cartographic image,Still Image,,Color,"1:600,000 (W 90--W 82/N 47--N 41)",,American Geographical Society Library - Maps,,1 map : hand color ; 106 x 106 cm.,843 B-1856,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,https://uwm.edu/libraries/digital-collections/copyright-digcoll/,"am004836, am004837, am004838, am004839",image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",,,2016-06-30,2016-06-30,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/295,295,287.cpd,/agdm/image/287.cpd
"Part of central Asia showing the territory between Zarafshan and Amu-Daria Rivers chiefly compiled from the latest Russian documents to illustrate Mr. Delmar Morgan’s paper / H. Sharbau, R.G.S., del.  Part of Central Asia, Showing the Territory Between Zarafshan and Amu Darya Rivers, Chiefly Compiled from the Latest Russian Documents to Illustrate Mr. Delmar Morgan’s Paper",,Central Asia 1884,,Royal Geographical Society (Great Britain),"Sharbau, H. (Henry), 1822-1904",1884,Royal Geographical Society (London),"Asia, Central -- Maps",Asia;,,,,,,"Relief shown by shading and spot heights. Includes glossary of terms. ""Supplementary Papers, Royal Geographical Society, 1884.""",,,"The map depicts parts of northern Afghanistan and the protectorate of Bukhara (corresponding to portions of modern-day Tajikistan, Uzbekistan, and Kyrgyzstan). It was meant to accompany an article written by Edward Delmar Morgan (1840–1909) as a supplementary paper published by the Royal Geographical Society. Entitled “Notes on the Recent Geography of Central Asia from Russian Sources,” the paper was published in 1884. Morgan was an English explorer and author. As a young man, he lived in Saint Petersburg, where his father was a merchant, and he was fluent in Russian. He translated several notable texts dealing with travel and exploration from Russian to English. Morgan was also a longtime fellow of the Royal Geographical Society, who served on its council and contributed to its journal. The map was drawn by Henry Sharbau (1822−1904), for many years the chief cartographer of the Royal Geographical Society, and lithographed by Edward Weller (1819−84), a London-based cartographer and engraver who was the unofficial geographer of the society. WDL",cartographic image,Still Image,Maps,Color,"1:880,000 1 in. = 13.8 miles. (E 065 45' 0""--E 072 30' 00""/N 40 00' 00""--N 36 30' 00"")",,American Geographical Society Library - Maps,,"1 map : color ; 43 x 67 cm, on sheet 50 x 71 cm",494.9 A-1884,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,https://uwm.edu/libraries/digital-collections/copyright-digcoll/,am004737,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.",An 1884 Royal Geographical Society map of Central Asia depicts the region between the Zarafshan and Amu-Daria Rivers based.,,2016-06-30,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/300,300,292.jp2,/agdm/image/292.jp2
"Whale chart (preliminary sketch) 1851 / By M.F. Maury, A.M. Lieut., U.S. Navy; constructed by Lts. Leigh. Herndon & Fleming & Pd. Midn. Jackson ; published at the National Observatory by authority of Commodore L. Warrington, Chief Bureau of Ordnance & Hydrography. Wind and current chart.",,World 1851,,"Maury, Matthew Fontaine, 1806-1873",,1851,"National Observatory (Washington, D.C.)",Whales -- Maps; Whaling -- Maps; Sperm whales -- Maps; World maps;  Right whales--Maps; World maps--Maps,,,,,,,"""Preliminary sketch. Series F."" Shows best whale fishing locations for four species by season. Page number ""78"" in upper left margin.",,,,cartographic image,Still Image,Maps,Grayscale,"1:46,000,000 at the equator] (W 30°00'--W 30°00'/N 80°00'--S 70°00')",,American Geographical Society Library - Maps,,1 map ; 60 x 94 cm,700 L-1851,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,https://uwm.edu/libraries/digital-collections/copyright-digcoll/,am004591,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","An 1851 map tracks sperm and right whale migration routes from 30°W to 30°E, 80°N to 70°S.",,2016-06-30,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/322,322,316.jp2,/agdm/image/316.jp2
"Map of the Department of Peten, Guatemala / from surveys and notes by Russell Hastings Millward, F.R.G.S.",,"Peten, Guatemala 1913",,"Millward, Russell Hastings. 1877-",,1913,[U.S. State Dept.?],Petén (Guatemala : Dept.)--Maps; Maps;,North and Central America;,Guatemala;,Peten;,,,,"""July 1913.""",,,,cartographic image,Still Image,,,"1:300,000 ; (W 91°26'00""--W 89°08'00""/N 17°48'00""--N 16°01'00"")",,American Geographical Society Library - Maps,,1 map ; 76 x 89 cm.,221-c .P47 A-1913,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,https://uwm.edu/libraries/digital-collections/copyright-digcoll/,am013040,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","This 1913 historical map of Guatemala's Peten Department shows rivers and boundaries at a 1:300,000 scale.",,2016-06-30,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/1958,1958,1950.jp2,/agdm/image/1950.jp2
North Africa or Barbary I: Marocco / published under the superintendence of the Society for the Diffusion of Useful Knowledge by Baldwin & Cradock ; engraved by J. & C. Walker. Plan of the city of Marocco,,Northern Africa 1836,Maps for the Society for the Diffusion of Useful Knowledge 1844,Society for the Diffusion of Useful Knowledge (Great Britain),J. & C. Walker (Firm) Baldwin & Cradock;,1836,Baldwin & Cradock,Morocco--Maps; Marrakech (Morocco)--Maps;,Africa;,,,,,,"Relief shown by hachures and spot heights. Includes indexed inset map: Plan of the city of Marocco. Scale [ca. 1:31,000]. ""April 1st, 1836.""",,,,cartographic image,Still Image,,Color,"1:2,900,000 (W 13°--W 1°/N 36°--N 28°)",,American Geographical Society Library - Maps,,1 map : hand color ; 31 x 38 cm.,(AGS)  310 B-1836,English,"American Geographical Society Library, University of Wisconsin-Milwaukee Libraries",American Geographical Society Library Digital Map Collection,https://uwm.edu/libraries/digital-collections/copyright-digcoll/,am013389,image/tif; Image/jp2,American Geographical Society Library Digital Map Collection,"Due to their file size, some maps may produce a proxy error when downloaded as a ""large"" file. In those cases, please contact us at digilib@uwm.edu to obtain a copy of the file.","Map titled 'North Africa or Barbary I: Marocco' from 1836 shows provinces, cities, and Marrakech's plan, published.",,2016-06-30,2026-06-26,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/2011,2011,2003.jp2,/agdm/image/2003.jp2
